Week,Rainfall(mm/week),CloudMovementSpeed(km/h),WindSpeed(km/h),SunlightDuration(hrs/day),ExtremeWeatherDays,SoilType,TerrainType,FertilizerType,FertilizerSuitability,SoilMoisture(%),CropType,Viability,GrowthGrade
17,130,36,20,8,2,Clay,Lowland,Organic,No,86,Kangkung,Not Viable,Poor
17,130,36,20,8,2,Clay,Lowland,NPK,No,87,Chili,Not Viable,Poor
17,130,36,20,8,2,Clay,Lowland,Ammonium Sulfate,No,82,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Clay,Upland,Not,No,76,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Clay,Upland,Organic,No,78,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Clay,Upland,NPK,No,78,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Clay,Upland,Ammonium Sulfate,No,77,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Clay,Slope,Not,No,69,Corn,Not Viable,Poor
17,130,36,20,8,2,Clay,Slope,Organic,No,69,Kangkung,Not Viable,Poor
17,130,36,20,8,2,Clay,Slope,NPK,No,61,Chili,Not Viable,Poor
17,130,36,20,8,2,Clay,Slope,Ammonium Sulfate,No,63,Kangkung,Not Viable,Poor
17,130,36,20,8,2,Loam,Lowland,Not,No,79,Chili,Not Viable,Poor
17,130,36,20,8,2,Loam,Lowland,Organic,Yes,76,Okra,Viable,Excellent
17,130,36,20,8,2,Loam,Lowland,NPK,No,74,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Loam,Lowland,Ammonium Sulfate,No,71,Okra,Not Viable,Poor
17,130,36,20,8,2,Loam,Upland,Not,No,63,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Loam,Upland,Organic,Yes,61,Sweet Potato,Viable,Good
17,130,36,20,8,2,Loam,Upland,NPK,No,60,Okra,Not Viable,Poor
17,130,36,20,8,2,Loam,Upland,Ammonium Sulfate,No,63,Kangkung,Not Viable,Poor
17,130,36,20,8,2,Loam,Slope,Not,No,53,Chili,Not Viable,Poor
17,130,36,20,8,2,Loam,Slope,Organic,Yes,57,Kangkung,Viable,Good
17,130,36,20,8,2,Loam,Slope,NPK,No,52,Sweet Potato,Not Viable,Poor
17,130,36,20,8,2,Loam,Slope,Ammonium Sulfate,No,56,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Lowland,Not,No,80,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Lowland,Organic,No,73,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Lowland,NPK,Yes,71,Chili,Viable,Excellent
18,150,40,23,7.5,2,Sandy,Lowland,Ammonium Sulfate,No,79,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Upland,Not,No,63,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Upland,Organic,No,66,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Upland,NPK,Yes,68,Sweet Potato,Viable,Good
18,150,40,23,7.5,2,Sandy,Upland,Ammonium Sulfate,No,61,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Slope,Not,No,54,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Slope,Organic,No,51,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Sandy,Slope,NPK,Yes,57,Kangkung,Viable,Good
18,150,40,23,7.5,2,Sandy,Slope,Ammonium Sulfate,No,52,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Lowland,Not,No,95,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Lowland,Organic,No,96,Corn,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Lowland,NPK,No,92,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Lowland,Ammonium Sulfate,No,97,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Upland,Not,No,87,Kangkung,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Upland,Organic,No,85,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Upland,NPK,No,86,Corn,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Upland,Ammonium Sulfate,No,87,Chili,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Slope,Not,No,79,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Slope,Organic,No,73,Chili,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Slope,NPK,No,70,Corn,Not Viable,Poor
18,150,40,23,7.5,2,Clay,Slope,Ammonium Sulfate,No,73,Corn,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Lowland,Not,No,87,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Lowland,Organic,Yes,82,Sweet Potato,Viable,Excellent
18,150,40,23,7.5,2,Loam,Lowland,NPK,No,83,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Lowland,Ammonium Sulfate,No,87,Chili,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Upland,Not,No,73,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Upland,Organic,Yes,75,Chili,Viable,Excellent
18,150,40,23,7.5,2,Loam,Upland,NPK,No,76,Chili,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Upland,Ammonium Sulfate,No,75,Corn,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Slope,Not,No,64,Okra,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Slope,Organic,Yes,60,Kangkung,Viable,Good
18,150,40,23,7.5,2,Loam,Slope,NPK,No,64,Sweet Potato,Not Viable,Poor
18,150,40,23,7.5,2,Loam,Slope,Ammonium Sulfate,No,69,Corn,Not Viable,Poor
19,160,42,25,7,3,Sandy,Lowland,Not,No,78,Sweet Potato,Not Viable,Poor
19,160,42,25,7,3,Sandy,Lowland,Organic,No,81,Corn,Not Viable,Poor
19,160,42,25,7,3,Sandy,Lowland,NPK,Yes,83,Kangkung,Viable,Excellent
19,160,42,25,7,3,Sandy,Lowland,Ammonium Sulfate,No,83,Sweet Potato,Not Viable,Poor
19,160,42,25,7,3,Sandy,Upland,Not,No,68,Corn,Not Viable,Poor
19,160,42,25,7,3,Sandy,Upland,Organic,No,74,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Sandy,Upland,NPK,Yes,71,Okra,Viable,Excellent
19,160,42,25,7,3,Sandy,Upland,Ammonium Sulfate,No,70,Chili,Not Viable,Poor
19,160,42,25,7,3,Sandy,Slope,Not,No,56,Corn,Not Viable,Poor
19,160,42,25,7,3,Sandy,Slope,Organic,No,60,Okra,Not Viable,Poor
19,160,42,25,7,3,Sandy,Slope,NPK,Yes,63,Chili,Viable,Good
19,160,42,25,7,3,Sandy,Slope,Ammonium Sulfate,No,64,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Clay,Lowland,Not,No,98,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Clay,Lowland,Organic,No,100,Chili,Not Viable,Poor
19,160,42,25,7,3,Clay,Lowland,NPK,No,100,Chili,Not Viable,Poor
19,160,42,25,7,3,Clay,Lowland,Ammonium Sulfate,No,95,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Clay,Upland,Not,No,94,Sweet Potato,Not Viable,Poor
19,160,42,25,7,3,Clay,Upland,Organic,No,93,Corn,Not Viable,Poor
19,160,42,25,7,3,Clay,Upland,NPK,No,88,Okra,Not Viable,Poor
19,160,42,25,7,3,Clay,Upland,Ammonium Sulfate,No,88,Sweet Potato,Not Viable,Poor
19,160,42,25,7,3,Clay,Slope,Not,No,82,Chili,Not Viable,Poor
19,160,42,25,7,3,Clay,Slope,Organic,No,79,Sweet Potato,Not Viable,Poor
19,160,42,25,7,3,Clay,Slope,NPK,No,85,Okra,Not Viable,Poor
19,160,42,25,7,3,Clay,Slope,Ammonium Sulfate,No,76,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Loam,Lowland,Not,No,94,Chili,Not Viable,Poor
19,160,42,25,7,3,Loam,Lowland,Organic,Yes,90,Sweet Potato,Viable,Excellent
19,160,42,25,7,3,Loam,Lowland,NPK,No,89,Kangkung,Not Viable,Poor
19,160,42,25,7,3,Loam,Lowland,Ammonium Sulfate,No,89,Corn,Not Viable,Poor
19,160,42,25,7,3,Loam,Upland,Not,No,83,Chili,Not Viable,Poor
19,160,42,25,7,3,Loam,Upland,Organic,Yes,82,Kangkung,Viable,Excellent
19,160,42,25,7,3,Loam,Upland,NPK,No,78,Okra,Not Viable,Poor
19,160,42,25,7,3,Loam,Upland,Ammonium Sulfate,No,78,Corn,Not Viable,Poor
19,160,42,25,7,3,Loam,Slope,Not,No,74,Chili,Not Viable,Poor
19,160,42,25,7,3,Loam,Slope,Organic,Yes,66,Kangkung,Viable,Good
19,160,42,25,7,3,Loam,Slope,NPK,No,68,Okra,Not Viable,Poor
19,160,42,25,7,3,Loam,Slope,Ammonium Sulfate,No,69,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Lowland,Not,No,73,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Lowland,Organic,No,70,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Lowland,NPK,Yes,71,Sweet Potato,Viable,Excellent
20,140,38,21,7.8,2,Sandy,Lowland,Ammonium Sulfate,No,70,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Upland,Not,No,64,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Upland,Organic,No,56,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Upland,NPK,Yes,59,Okra,Viable,Good
20,140,38,21,7.8,2,Sandy,Upland,Ammonium Sulfate,No,55,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Slope,Not,No,47,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Slope,Organic,No,51,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Sandy,Slope,NPK,Yes,49,Okra,Viable,Fair
20,140,38,21,7.8,2,Sandy,Slope,Ammonium Sulfate,No,49,Okra,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Lowland,Not,No,95,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Lowland,Organic,No,88,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Lowland,NPK,No,92,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Lowland,Ammonium Sulfate,No,92,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Upland,Not,No,75,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Upland,Organic,No,84,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Upland,NPK,No,77,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Upland,Ammonium Sulfate,No,77,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Slope,Not,No,73,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Slope,Organic,No,72,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Slope,NPK,No,67,Okra,Not Viable,Poor
20,140,38,21,7.8,2,Clay,Slope,Ammonium Sulfate,No,68,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Lowland,Not,No,76,Chili,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Lowland,Organic,Yes,78,Sweet Potato,Viable,Excellent
20,140,38,21,7.8,2,Loam,Lowland,NPK,No,81,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Lowland,Ammonium Sulfate,No,83,Kangkung,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Upland,Not,No,66,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Upland,Organic,Yes,66,Sweet Potato,Viable,Good
20,140,38,21,7.8,2,Loam,Upland,NPK,No,67,Okra,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Upland,Ammonium Sulfate,No,67,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Slope,Not,No,55,Corn,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Slope,Organic,Yes,63,Sweet Potato,Viable,Good
20,140,38,21,7.8,2,Loam,Slope,NPK,No,64,Okra,Not Viable,Poor
20,140,38,21,7.8,2,Loam,Slope,Ammonium Sulfate,No,58,Corn,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Lowland,Not,No,84,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Lowland,Organic,No,83,Corn,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Lowland,NPK,Yes,87,Chili,Viable,Excellent
21,170,44,26,6.8,3,Sandy,Lowland,Ammonium Sulfate,No,83,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Upland,Not,No,71,Chili,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Upland,Organic,No,74,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Upland,NPK,Yes,73,Sweet Potato,Viable,Excellent
21,170,44,26,6.8,3,Sandy,Upland,Ammonium Sulfate,No,71,Corn,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Slope,Not,No,64,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Slope,Organic,No,69,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Sandy,Slope,NPK,Yes,69,Chili,Viable,Good
21,170,44,26,6.8,3,Sandy,Slope,Ammonium Sulfate,No,61,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Lowland,Not,No,100,Corn,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Lowland,Organic,No,100,Chili,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Lowland,NPK,No,100,Chili,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Lowland,Ammonium Sulfate,No,100,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Upland,Not,No,98,Chili,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Upland,Organic,No,99,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Upland,NPK,No,99,Corn,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Upland,Ammonium Sulfate,No,93,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Slope,Not,No,87,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Slope,Organic,No,81,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Slope,NPK,No,83,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Clay,Slope,Ammonium Sulfate,No,84,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Lowland,Not,No,96,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Lowland,Organic,Yes,99,Sweet Potato,Viable,Excellent
21,170,44,26,6.8,3,Loam,Lowland,NPK,No,97,Chili,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Lowland,Ammonium Sulfate,No,93,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Upland,Not,No,82,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Upland,Organic,Yes,81,Kangkung,Viable,Excellent
21,170,44,26,6.8,3,Loam,Upland,NPK,No,89,Kangkung,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Upland,Ammonium Sulfate,No,82,Sweet Potato,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Slope,Not,No,80,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Slope,Organic,Yes,73,Corn,Viable,Excellent
21,170,44,26,6.8,3,Loam,Slope,NPK,No,79,Okra,Not Viable,Poor
21,170,44,26,6.8,3,Loam,Slope,Ammonium Sulfate,No,76,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Lowland,Not,No,56,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Lowland,Organic,No,56,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Lowland,NPK,Yes,63,Kangkung,Viable,Good
22,120,35,19,8.2,1,Sandy,Lowland,Ammonium Sulfate,No,61,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Upland,Not,No,51,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Upland,Organic,No,52,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Upland,NPK,Yes,51,Corn,Viable,Fair
22,120,35,19,8.2,1,Sandy,Upland,Ammonium Sulfate,No,49,Corn,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Slope,Not,No,44,Corn,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Slope,Organic,No,37,Okra,Not Viable,Poor
22,120,35,19,8.2,1,Sandy,Slope,NPK,Yes,38,Sweet Potato,Viable,Poor
22,120,35,19,8.2,1,Sandy,Slope,Ammonium Sulfate,No,44,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Lowland,Not,No,79,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Lowland,Organic,No,76,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Lowland,NPK,No,81,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Lowland,Ammonium Sulfate,No,79,Corn,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Upland,Not,No,68,Okra,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Upland,Organic,No,70,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Upland,NPK,No,74,Corn,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Upland,Ammonium Sulfate,No,73,Okra,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Slope,Not,No,58,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Slope,Organic,No,58,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Slope,NPK,No,61,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Clay,Slope,Ammonium Sulfate,No,58,Corn,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Lowland,Not,No,70,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Lowland,Organic,Yes,66,Okra,Viable,Good
22,120,35,19,8.2,1,Loam,Lowland,NPK,No,74,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Lowland,Ammonium Sulfate,No,65,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Upland,Not,No,61,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Upland,Organic,Yes,60,Corn,Viable,Good
22,120,35,19,8.2,1,Loam,Upland,NPK,No,59,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Upland,Ammonium Sulfate,No,60,Kangkung,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Slope,Not,No,48,Chili,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Slope,Organic,Yes,51,Sweet Potato,Viable,Fair
22,120,35,19,8.2,1,Loam,Slope,NPK,No,51,Sweet Potato,Not Viable,Poor
22,120,35,19,8.2,1,Loam,Slope,Ammonium Sulfate,No,51,Okra,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Lowland,Not,No,85,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Lowland,Organic,No,86,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Lowland,NPK,Yes,88,Chili,Viable,Excellent
23,180,45,28,6.5,3,Sandy,Lowland,Ammonium Sulfate,No,85,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Upland,Not,No,84,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Upland,Organic,No,82,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Upland,NPK,Yes,84,Kangkung,Viable,Excellent
23,180,45,28,6.5,3,Sandy,Upland,Ammonium Sulfate,No,79,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Slope,Not,No,69,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Slope,Organic,No,73,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Sandy,Slope,NPK,Yes,67,Kangkung,Viable,Good
23,180,45,28,6.5,3,Sandy,Slope,Ammonium Sulfate,No,67,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Lowland,Not,No,100,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Lowland,Organic,No,100,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Lowland,NPK,No,100,Chili,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Lowland,Ammonium Sulfate,No,100,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Upland,Not,No,100,Okra,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Upland,Organic,No,99,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Upland,NPK,No,96,Okra,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Upland,Ammonium Sulfate,No,96,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Slope,Not,No,89,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Slope,Organic,No,91,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Slope,NPK,No,94,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Clay,Slope,Ammonium Sulfate,No,86,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Lowland,Not,No,99,Sweet Potato,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Lowland,Organic,Yes,95,Okra,Viable,Excellent
23,180,45,28,6.5,3,Loam,Lowland,NPK,No,100,Chili,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Lowland,Ammonium Sulfate,No,100,Kangkung,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Upland,Not,No,88,Chili,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Upland,Organic,Yes,92,Corn,Viable,Excellent
23,180,45,28,6.5,3,Loam,Upland,NPK,No,94,Chili,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Upland,Ammonium Sulfate,No,90,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Slope,Not,No,79,Chili,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Slope,Organic,Yes,83,Chili,Viable,Excellent
23,180,45,28,6.5,3,Loam,Slope,NPK,No,82,Corn,Not Viable,Poor
23,180,45,28,6.5,3,Loam,Slope,Ammonium Sulfate,No,77,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Lowland,Not,No,76,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Lowland,Organic,No,81,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Lowland,NPK,Yes,84,Sweet Potato,Viable,Excellent
24,160,41,24,7.2,2,Sandy,Lowland,Ammonium Sulfate,No,76,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Upland,Not,No,71,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Upland,Organic,No,74,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Upland,NPK,Yes,69,Kangkung,Viable,Good
24,160,41,24,7.2,2,Sandy,Upland,Ammonium Sulfate,No,69,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Slope,Not,No,63,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Slope,Organic,No,63,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Sandy,Slope,NPK,Yes,55,Okra,Viable,Good
24,160,41,24,7.2,2,Sandy,Slope,Ammonium Sulfate,No,62,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Lowland,Not,No,98,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Lowland,Organic,No,98,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Lowland,NPK,No,100,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Lowland,Ammonium Sulfate,No,100,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Upland,Not,No,91,Chili,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Upland,Organic,No,93,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Upland,NPK,No,94,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Upland,Ammonium Sulfate,No,95,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Slope,Not,No,82,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Slope,Organic,No,76,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Slope,NPK,No,84,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Clay,Slope,Ammonium Sulfate,No,83,Chili,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Lowland,Not,No,95,Kangkung,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Lowland,Organic,Yes,92,Okra,Viable,Excellent
24,160,41,24,7.2,2,Loam,Lowland,NPK,No,88,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Lowland,Ammonium Sulfate,No,90,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Upland,Not,No,85,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Upland,Organic,Yes,82,Kangkung,Viable,Excellent
24,160,41,24,7.2,2,Loam,Upland,NPK,No,83,Sweet Potato,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Upland,Ammonium Sulfate,No,84,Corn,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Slope,Not,No,66,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Slope,Organic,Yes,67,Kangkung,Viable,Good
24,160,41,24,7.2,2,Loam,Slope,NPK,No,73,Okra,Not Viable,Poor
24,160,41,24,7.2,2,Loam,Slope,Ammonium Sulfate,No,74,Chili,Not Viable,Poor
25,190,46,29,6,4,Sandy,Lowland,Not,No,99,Corn,Not Viable,Poor
25,190,46,29,6,4,Sandy,Lowland,Organic,No,99,Kangkung,Not Viable,Poor
25,190,46,29,6,4,Sandy,Lowland,NPK,Yes,95,Chili,Viable,Excellent
25,190,46,29,6,4,Sandy,Lowland,Ammonium Sulfate,No,97,Okra,Not Viable,Poor
25,190,46,29,6,4,Sandy,Upland,Not,No,87,Okra,Not Viable,Poor
25,190,46,29,6,4,Sandy,Upland,Organic,No,84,Okra,Not Viable,Poor
25,190,46,29,6,4,Sandy,Upland,NPK,Yes,88,Okra,Viable,Excellent
25,190,46,29,6,4,Sandy,Upland,Ammonium Sulfate,No,90,Chili,Not Viable,Poor
25,190,46,29,6,4,Sandy,Slope,Not,No,73,Chili,Not Viable,Poor
25,190,46,29,6,4,Sandy,Slope,Organic,No,78,Okra,Not Viable,Poor
25,190,46,29,6,4,Sandy,Slope,NPK,Yes,72,Kangkung,Viable,Excellent
25,190,46,29,6,4,Sandy,Slope,Ammonium Sulfate,No,72,Corn,Not Viable,Poor
25,190,46,29,6,4,Clay,Lowland,Not,No,100,Sweet Potato,Not Viable,Poor
25,190,46,29,6,4,Clay,Lowland,Organic,No,100,Chili,Not Viable,Poor
25,190,46,29,6,4,Clay,Lowland,NPK,No,100,Kangkung,Not Viable,Poor
25,190,46,29,6,4,Clay,Lowland,Ammonium Sulfate,No,100,Sweet Potato,Not Viable,Poor
25,190,46,29,6,4,Clay,Upland,Not,No,100,Sweet Potato,Not Viable,Poor
25,190,46,29,6,4,Clay,Upland,Organic,No,100,Okra,Not Viable,Poor
25,190,46,29,6,4,Clay,Upland,NPK,No,100,Chili,Not Viable,Poor
25,190,46,29,6,4,Clay,Upland,Ammonium Sulfate,No,100,Okra,Not Viable,Poor
